IP,Port,CVE,CVSS_Score,Confidentiality_Impact,Integrity_Impact,Availability_Impact,Access_Complexity,Authentication,Gained_Access,CWE_ID,Exploits,Metasploit,Host_Name,Product,CWE_Description,CWE_URL,CVE_URL
129.25.203.109,80,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://cwe.mitre.org/data/definitions/362.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0217
129.25.203.109,80,CVE-2020-1927,0,,,,,,,,,,rethink.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1927
129.25.203.109,80,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-601: URL Redirection to Untrusted Site ('Open Redirect'),https://cwe.mitre.org/data/definitions/601.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10098
129.25.203.109,80,CVE-2020-9490,0,,,,,,,,,,rethink.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-9490
129.25.203.109,80,CVE-2020-1934,0,,,,,,,,,,rethink.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1934
129.25.203.109,80,CVE-2019-10081,5,None,None,Partial,Low,Not required,None,119,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10081
129.25.203.109,80,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE,rethink.cs.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0220
129.25.203.109,80,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0196
129.25.203.109,80,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE,rethink.cs.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/384.html,https://nvd.nist.gov/vuln/detail/CVE-2018-17199
129.25.203.109,80,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-400: Uncontrolled Resource Consumption,https://cwe.mitre.org/data/definitions/400.html,https://nvd.nist.gov/vuln/detail/CVE-2018-17189
129.25.203.109,80,CVE-2018-1333,5,None,None,Partial,Low,Not required,None,400,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-400: Uncontrolled Resource Consumption,https://cwe.mitre.org/data/definitions/400.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1333
129.25.203.109,80,CVE-2018-1303,5,None,None,Partial,Low,Not required,None,125,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-125: Out-of-bounds Read,https://cwe.mitre.org/data/definitions/125.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1303
129.25.203.109,80,CVE-2017-15710,5,None,None,Partial,Low,Not required,None,787,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-787: Out-of-bounds Write,https://cwe.mitre.org/data/definitions/787.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15710
129.25.203.109,80,CVE-2019-0197,4.9,None,Partial,Partial,Medium,Single system,None,444,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-444: Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),https://cwe.mitre.org/data/definitions/444.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0197
129.25.203.109,80,CVE-2020-11993,0,,,,,,,,,,rethink.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-11993
129.25.203.109,80,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://cwe.mitre.org/data/definitions/79.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10092
129.25.203.109,80,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-476: NULL Pointer Dereference,https://cwe.mitre.org/data/definitions/476.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1302
129.25.203.109,80,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1301
129.25.203.109,80,CVE-2018-11763,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-11763
129.25.203.109,80,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,FALSE,rethink.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1283
129.25.203.109,443,,0,,,,,,,,,,rethink.cs.drexel.edu,Apache httpd,,,
129.25.203.11,80,,0,,,,,,,,,,swenet.ischool.drexel.edu,Microsoft IIS httpd,,,
129.25.203.11,10000,,0,,,,,,,,,,swenet.ischool.drexel.edu,,,,
129.25.203.113,80,CVE-2019-0211,7.2,Complete,Complete,Complete,Low,Not required,None,264,46676,FALSE,duplex.cs.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/264.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0211
129.25.203.113,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-287: Improper Authentication,https://cwe.mitre.org/data/definitions/287.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1312
129.25.203.113,80,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15715
129.25.203.113,80,CVE-2019-10082,6.4,Partial,None,Partial,Low,Not required,None,416,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10082
129.25.203.113,80,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://cwe.mitre.org/data/definitions/362.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0217
129.25.203.113,80,CVE-2020-1927,0,,,,,,,,,,duplex.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1927
129.25.203.113,80,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-601: URL Redirection to Untrusted Site ('Open Redirect'),https://cwe.mitre.org/data/definitions/601.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10098
129.25.203.113,80,CVE-2020-9490,0,,,,,,,,,,duplex.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-9490
129.25.203.113,80,CVE-2020-1934,0,,,,,,,,,,duplex.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1934
129.25.203.113,80,CVE-2019-10081,5,None,None,Partial,Low,Not required,None,119,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10081
129.25.203.113,80,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE,duplex.cs.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0220
129.25.203.113,80,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0196
129.25.203.113,80,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE,duplex.cs.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/384.html,https://nvd.nist.gov/vuln/detail/CVE-2018-17199
129.25.203.113,80,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-400: Uncontrolled Resource Consumption,https://cwe.mitre.org/data/definitions/400.html,https://nvd.nist.gov/vuln/detail/CVE-2018-17189
129.25.203.113,80,CVE-2018-1333,5,None,None,Partial,Low,Not required,None,400,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-400: Uncontrolled Resource Consumption,https://cwe.mitre.org/data/definitions/400.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1333
129.25.203.113,80,CVE-2018-1303,5,None,None,Partial,Low,Not required,None,125,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-125: Out-of-bounds Read,https://cwe.mitre.org/data/definitions/125.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1303
129.25.203.113,80,CVE-2017-15710,5,None,None,Partial,Low,Not required,None,787,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-787: Out-of-bounds Write,https://cwe.mitre.org/data/definitions/787.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15710
129.25.203.113,80,CVE-2019-0197,4.9,None,Partial,Partial,Medium,Single system,None,444,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-444: Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),https://cwe.mitre.org/data/definitions/444.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0197
129.25.203.113,80,CVE-2020-11993,0,,,,,,,,,,duplex.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-11993
129.25.203.113,80,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://cwe.mitre.org/data/definitions/79.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10092
129.25.203.113,80,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-476: NULL Pointer Dereference,https://cwe.mitre.org/data/definitions/476.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1302
129.25.203.113,80,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1301
129.25.203.113,80,CVE-2018-11763,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-11763
129.25.203.113,80,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,FALSE,duplex.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1283
129.25.203.113,443,,0,,,,,,,,,,duplex.cs.drexel.edu,Apache httpd,,,
129.25.203.115,80,CVE-2019-0211,7.2,Complete,Complete,Complete,Low,Not required,None,264,46676,FALSE,psal.cs.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/264.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0211
129.25.203.115,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-287: Improper Authentication,https://cwe.mitre.org/data/definitions/287.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1312
129.25.203.115,80,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15715
129.25.203.115,80,CVE-2019-10082,6.4,Partial,None,Partial,Low,Not required,None,416,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10082
129.25.203.115,80,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://cwe.mitre.org/data/definitions/362.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0217
129.25.203.115,80,CVE-2020-1927,0,,,,,,,,,,psal.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1927
129.25.203.115,80,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-601: URL Redirection to Untrusted Site ('Open Redirect'),https://cwe.mitre.org/data/definitions/601.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10098
129.25.203.115,80,CVE-2020-9490,0,,,,,,,,,,psal.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-9490
129.25.203.115,80,CVE-2020-1934,0,,,,,,,,,,psal.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1934
129.25.203.115,80,CVE-2019-10081,5,None,None,Partial,Low,Not required,None,119,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10081
129.25.203.115,80,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE,psal.cs.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0220
129.25.203.115,80,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0196
129.25.203.115,80,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE,psal.cs.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/384.html,https://nvd.nist.gov/vuln/detail/CVE-2018-17199
129.25.203.115,80,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-400: Uncontrolled Resource Consumption,https://cwe.mitre.org/data/definitions/400.html,https://nvd.nist.gov/vuln/detail/CVE-2018-17189
129.25.203.115,80,CVE-2018-1333,5,None,None,Partial,Low,Not required,None,400,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-400: Uncontrolled Resource Consumption,https://cwe.mitre.org/data/definitions/400.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1333
129.25.203.115,80,CVE-2018-1303,5,None,None,Partial,Low,Not required,None,125,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-125: Out-of-bounds Read,https://cwe.mitre.org/data/definitions/125.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1303
129.25.203.115,80,CVE-2017-15710,5,None,None,Partial,Low,Not required,None,787,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-787: Out-of-bounds Write,https://cwe.mitre.org/data/definitions/787.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15710
129.25.203.115,80,CVE-2019-0197,4.9,None,Partial,Partial,Medium,Single system,None,444,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-444: Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),https://cwe.mitre.org/data/definitions/444.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0197
129.25.203.115,80,CVE-2020-11993,0,,,,,,,,,,psal.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-11993
129.25.203.115,80,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://cwe.mitre.org/data/definitions/79.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10092
129.25.203.115,80,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-476: NULL Pointer Dereference,https://cwe.mitre.org/data/definitions/476.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1302
129.25.203.115,80,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1301
129.25.203.115,80,CVE-2018-11763,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-11763
129.25.203.115,80,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1283
129.25.203.115,443,CVE-2019-0211,7.2,Complete,Complete,Complete,Low,Not required,None,264,46676,FALSE,psal.cs.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/264.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0211
129.25.203.115,443,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-287: Improper Authentication,https://cwe.mitre.org/data/definitions/287.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1312
129.25.203.115,443,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15715
129.25.203.115,443,CVE-2019-10082,6.4,Partial,None,Partial,Low,Not required,None,416,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10082
129.25.203.115,443,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://cwe.mitre.org/data/definitions/362.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0217
129.25.203.115,443,CVE-2020-1927,0,,,,,,,,,,psal.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1927
129.25.203.115,443,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-601: URL Redirection to Untrusted Site ('Open Redirect'),https://cwe.mitre.org/data/definitions/601.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10098
129.25.203.115,443,CVE-2020-9490,0,,,,,,,,,,psal.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-9490
129.25.203.115,443,CVE-2020-1934,0,,,,,,,,,,psal.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1934
129.25.203.115,443,CVE-2019-10081,5,None,None,Partial,Low,Not required,None,119,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10081
129.25.203.115,443,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE,psal.cs.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0220
129.25.203.115,443,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0196
129.25.203.115,443,CVE-2018-17199,5,None,Partial,None,Low,Not required,None,384,,FALSE,psal.cs.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/384.html,https://nvd.nist.gov/vuln/detail/CVE-2018-17199
129.25.203.115,443,CVE-2018-17189,5,None,None,Partial,Low,Not required,None,400,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-400: Uncontrolled Resource Consumption,https://cwe.mitre.org/data/definitions/400.html,https://nvd.nist.gov/vuln/detail/CVE-2018-17189
129.25.203.115,443,CVE-2018-1333,5,None,None,Partial,Low,Not required,None,400,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-400: Uncontrolled Resource Consumption,https://cwe.mitre.org/data/definitions/400.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1333
129.25.203.115,443,CVE-2018-1303,5,None,None,Partial,Low,Not required,None,125,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-125: Out-of-bounds Read,https://cwe.mitre.org/data/definitions/125.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1303
129.25.203.115,443,CVE-2017-15710,5,None,None,Partial,Low,Not required,None,787,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-787: Out-of-bounds Write,https://cwe.mitre.org/data/definitions/787.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15710
129.25.203.115,443,CVE-2019-0197,4.9,None,Partial,Partial,Medium,Single system,None,444,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-444: Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling'),https://cwe.mitre.org/data/definitions/444.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0197
129.25.203.115,443,CVE-2020-11993,0,,,,,,,,,,psal.cs.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-11993
129.25.203.115,443,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://cwe.mitre.org/data/definitions/79.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10092
129.25.203.115,443,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-476: NULL Pointer Dereference,https://cwe.mitre.org/data/definitions/476.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1302
129.25.203.115,443,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1301
129.25.203.115,443,CVE-2018-11763,4.3,None,None,Partial,Medium,Not required,None,20,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-11763
129.25.203.115,443,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,FALSE,psal.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1283
129.25.203.116,5357,,0,,,,,,,,,,cciccure-pc.cci.drexel.edu,,,,
129.25.203.117,88,,0,,,,,,,,,,,,,,
129.25.203.117,123,,0,,,,,,,,,,,,,,
129.25.203.118,80,CVE-2019-0211,7.2,Complete,Complete,Complete,Low,Not required,None,264,46676,FALSE,replay.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/264.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0211
129.25.203.118,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,FALSE,replay.drexel.edu,Apache httpd,CWE-287: Improper Authentication,https://cwe.mitre.org/data/definitions/287.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1312
129.25.203.118,80,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,FALSE,replay.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15715
129.25.203.118,80,CVE-2019-10082,6.4,Partial,None,Partial,Low,Not required,None,416,,FALSE,replay.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10082
129.25.203.118,80,CVE-2019-0217,6,Partial,Partial,Partial,Medium,Single system,None,362,,FALSE,replay.drexel.edu,Apache httpd,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://cwe.mitre.org/data/definitions/362.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0217
129.25.203.118,80,CVE-2020-1927,0,,,,,,,,,,replay.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1927
129.25.203.118,80,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,FALSE,replay.drexel.edu,Apache httpd,CWE-601: URL Redirection to Untrusted Site ('Open Redirect'),https://cwe.mitre.org/data/definitions/601.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10098
129.25.203.118,80,CVE-2020-9490,0,,,,,,,,,,replay.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-9490
129.25.203.118,80,CVE-2020-1934,0,,,,,,,,,,replay.drexel.edu,Apache httpd,,,https://nvd.nist.gov/vuln/detail/CVE-2020-1934
129.25.203.118,80,CVE-2019-10081,5,None,None,Partial,Low,Not required,None,119,,FALSE,replay.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10081
129.25.203.118,80,CVE-2019-0220,5,Partial,None,None,Low,Not required,None,399,,FALSE,replay.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0220
129.25.203.118,80,CVE-2019-0196,5,None,None,Partial,Low,Not required,None,416,,FALSE,replay.drexel.edu,Apache httpd,CWE-416: Use After Free,https://cwe.mitre.org/data/definitions/416.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0196
