IP,Port,CVE,CVSS_Score,Confidentiality_Impact,Integrity_Impact,Availability_Impact,Access_Complexity,Authentication,Gained_Access,CWE_ID,Exploits,Metasploit,Host_Name,Product,CWE_Description,CWE_URL,CVE_URL
129.25.202.134,80,CVE-2020-11985,,,,,,,,,,,cloud034.cci.drexel.edu,Apache httpd,,,
129.25.202.134,80,CVE-2020-11985,,,,,,,,,,,snuffleupagus.cs.drexel.edu,Apache httpd,,,
129.25.202.134,80,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,False,cloud034.cci.drexel.edu,Apache httpd,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://cwe.mitre.org/data/definitions/79.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10092
129.25.202.134,80,CVE-2019-10092,4.3,None,Partial,None,Medium,Not required,None,79,,False,snuffleupagus.cs.drexel.edu,Apache httpd,CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://cwe.mitre.org/data/definitions/79.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10092
129.25.202.134,80,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,False,cloud034.cci.drexel.edu,Apache httpd,CWE-476: NULL Pointer Dereference,https://cwe.mitre.org/data/definitions/476.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1302
129.25.202.134,80,CVE-2018-1302,4.3,None,None,Partial,Medium,Not required,None,476,,False,snuffleupagus.cs.drexel.edu,Apache httpd,CWE-476: NULL Pointer Dereference,https://cwe.mitre.org/data/definitions/476.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1302
129.25.202.134,80,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,False,cloud034.cci.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1301
129.25.202.134,80,CVE-2018-1301,4.3,None,None,Partial,Medium,Not required,None,119,,False,snuffleupagus.cs.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1301
129.25.202.134,80,CVE-2018-11763,4.3,None,None,Partial,Medium,Not required,None,20,,False,cloud034.cci.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-11763
129.25.202.134,80,CVE-2018-11763,4.3,None,None,Partial,Medium,Not required,None,20,,False,snuffleupagus.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-11763
129.25.202.134,80,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,False,cloud034.cci.drexel.edu,Apache httpd,CWE-93: Improper Neutralization of CRLF Sequences ('CRLF Injection'),https://cwe.mitre.org/data/definitions/93.html,https://nvd.nist.gov/vuln/detail/CVE-2016-4975
129.25.202.134,80,CVE-2016-4975,4.3,None,Partial,None,Medium,Not required,None,93,,False,snuffleupagus.cs.drexel.edu,Apache httpd,CWE-93: Improper Neutralization of CRLF Sequences ('CRLF Injection'),https://cwe.mitre.org/data/definitions/93.html,https://nvd.nist.gov/vuln/detail/CVE-2016-4975
129.25.202.134,80,CVE-2016-1546,4.3,None,None,Partial,Medium,Not required,None,399,,False,cloud034.cci.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2016-1546
129.25.202.134,80,CVE-2016-1546,4.3,None,None,Partial,Medium,Not required,None,399,,False,snuffleupagus.cs.drexel.edu,Apache httpd,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2016-1546
129.25.202.134,80,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,False,cloud034.cci.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1283
129.25.202.134,80,CVE-2018-1283,3.5,None,Partial,None,Medium,Single system,None,20,,False,snuffleupagus.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1283
129.25.202.134,80,CVE-2016-8612,3.3,None,None,Partial,Low,Not required,None,20,,False,cloud034.cci.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2016-8612
129.25.202.134,80,CVE-2016-8612,3.3,None,None,Partial,Low,Not required,None,20,,False,snuffleupagus.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2016-8612
129.25.202.134,3306,,,,,,,,,,,,cloud034.cci.drexel.edu,MySQL,,,
129.25.202.134,3306,,,,,,,,,,,,snuffleupagus.cs.drexel.edu,MySQL,,,
129.25.202.134,22,CVE-2016-8858,7.8,None,None,Complete,Low,Not required,None,399,,False,cloud034.cci.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2016-8858
129.25.202.134,22,CVE-2016-8858,7.8,None,None,Complete,Low,Not required,None,399,,False,snuffleupagus.cs.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/399.html,https://nvd.nist.gov/vuln/detail/CVE-2016-8858
129.25.202.134,22,CVE-2016-6515,7.8,None,None,Complete,Low,Not required,None,20,40888.0,False,cloud034.cci.drexel.edu,OpenSSH,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2016-6515
129.25.202.134,22,CVE-2016-6515,7.8,None,None,Complete,Low,Not required,None,20,40888.0,False,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2016-6515
129.25.202.134,22,CVE-2016-10009,7.5,Partial,Partial,Partial,Low,Not required,None,426,40963.0,False,cloud034.cci.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/426.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10009
129.25.202.134,22,CVE-2016-10009,7.5,Partial,Partial,Partial,Low,Not required,None,426,40963.0,False,snuffleupagus.cs.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/426.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10009
129.25.202.134,22,CVE-2016-10012,7.2,Complete,Complete,Complete,Low,Not required,None,119,,False,cloud034.cci.drexel.edu,OpenSSH,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10012
129.25.202.134,22,CVE-2016-10012,7.2,Complete,Complete,Complete,Low,Not required,None,119,,False,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10012
129.25.202.134,22,CVE-2015-8325,7.2,Complete,Complete,Complete,Low,Not required,None,264,,False,cloud034.cci.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/264.html,https://nvd.nist.gov/vuln/detail/CVE-2015-8325
129.25.202.134,22,CVE-2015-8325,7.2,Complete,Complete,Complete,Low,Not required,None,264,,False,snuffleupagus.cs.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/264.html,https://nvd.nist.gov/vuln/detail/CVE-2015-8325
129.25.202.134,22,CVE-2016-10010,6.9,Complete,Complete,Complete,Medium,Not required,None,264,40962.0,False,cloud034.cci.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/264.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10010
129.25.202.134,22,CVE-2016-10010,6.9,Complete,Complete,Complete,Medium,Not required,None,264,40962.0,False,snuffleupagus.cs.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/264.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10010
129.25.202.134,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193.0,False,cloud034.cci.drexel.edu,OpenSSH,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6111
129.25.202.134,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193.0,False,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6111
129.25.202.134,22,CVE-2016-3115,5.5,Partial,Partial,None,Low,Single system,None,CWE id is not defined for this vulnerability,39569.0,False,cloud034.cci.drexel.edu,OpenSSH,,,https://nvd.nist.gov/vuln/detail/CVE-2016-3115
129.25.202.134,22,CVE-2016-3115,5.5,Partial,Partial,None,Low,Single system,None,CWE id is not defined for this vulnerability,39569.0,False,snuffleupagus.cs.drexel.edu,OpenSSH,,,https://nvd.nist.gov/vuln/detail/CVE-2016-3115
129.25.202.134,22,CVE-2018-15919,5.0,Partial,None,None,Low,Not required,None,200,,False,cloud034.cci.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15919
129.25.202.134,22,CVE-2018-15919,5.0,Partial,None,None,Low,Not required,None,200,,False,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15919
129.25.202.134,22,CVE-2018-15473,5.0,Partial,None,None,Low,Not required,None,200,45210.0,True,cloud034.cci.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.202.134,22,CVE-2018-15473,5.0,Partial,None,None,Low,Not required,None,200,45210.0,True,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.202.134,22,CVE-2018-15473,5.0,Partial,None,None,Low,Not required,None,200,45939.0,True,cloud034.cci.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.202.134,22,CVE-2018-15473,5.0,Partial,None,None,Low,Not required,None,200,45939.0,True,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.202.134,22,CVE-2018-15473,5.0,Partial,None,None,Low,Not required,None,200,45233.0,True,cloud034.cci.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.202.134,22,CVE-2018-15473,5.0,Partial,None,None,Low,Not required,None,200,45233.0,True,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.202.134,22,CVE-2017-15906,5.0,None,Partial,None,Low,Not required,None,269,,False,cloud034.cci.drexel.edu,OpenSSH,CWE-269: Improper Privilege Management,https://cwe.mitre.org/data/definitions/269.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15906
129.25.202.134,22,CVE-2017-15906,5.0,None,Partial,None,Low,Not required,None,269,,False,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-269: Improper Privilege Management,https://cwe.mitre.org/data/definitions/269.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15906
129.25.202.134,22,CVE-2016-10708,5.0,None,None,Partial,Low,Not required,None,476,,False,cloud034.cci.drexel.edu,OpenSSH,CWE-476: NULL Pointer Dereference,https://cwe.mitre.org/data/definitions/476.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10708
129.25.202.134,22,CVE-2016-10708,5.0,None,None,Partial,Low,Not required,None,476,,False,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-476: NULL Pointer Dereference,https://cwe.mitre.org/data/definitions/476.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10708
129.25.202.134,22,CVE-2020-14145,,,,,,,,,,,cloud034.cci.drexel.edu,OpenSSH,,,
129.25.202.134,22,CVE-2020-14145,,,,,,,,,,,snuffleupagus.cs.drexel.edu,OpenSSH,,,
129.25.202.134,22,CVE-2016-6210,4.3,Partial,None,None,Medium,Not required,None,200,40113.0,True,cloud034.cci.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2016-6210
129.25.202.134,22,CVE-2016-6210,4.3,Partial,None,None,Medium,Not required,None,200,40113.0,True,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2016-6210
129.25.202.134,22,CVE-2016-6210,4.3,Partial,None,None,Medium,Not required,None,200,40136.0,True,cloud034.cci.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2016-6210
129.25.202.134,22,CVE-2016-6210,4.3,Partial,None,None,Medium,Not required,None,200,40136.0,True,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2016-6210
129.25.202.134,22,CVE-2019-6110,4.0,Partial,Partial,None,High,Not required,None,284,46193.0,False,cloud034.cci.drexel.edu,OpenSSH,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6110
129.25.202.134,22,CVE-2019-6110,4.0,Partial,Partial,None,High,Not required,None,284,46193.0,False,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6110
129.25.202.134,22,CVE-2019-6109,4.0,Partial,Partial,None,High,Not required,None,284,,False,cloud034.cci.drexel.edu,OpenSSH,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6109
129.25.202.134,22,CVE-2019-6109,4.0,Partial,Partial,None,High,Not required,None,284,,False,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6109
129.25.202.134,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,False,cloud034.cci.drexel.edu,OpenSSH,CWE-706: Use of Incorrectly-Resolved Name or Reference,https://cwe.mitre.org/data/definitions/706.html,https://nvd.nist.gov/vuln/detail/CVE-2018-20685
129.25.202.134,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,False,snuffleupagus.cs.drexel.edu,OpenSSH,CWE-706: Use of Incorrectly-Resolved Name or Reference,https://cwe.mitre.org/data/definitions/706.html,https://nvd.nist.gov/vuln/detail/CVE-2018-20685
129.25.202.134,22,CVE-2016-10011,2.1,Partial,None,None,Low,Not required,None,320,,False,cloud034.cci.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/320.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10011
129.25.202.134,22,CVE-2016-10011,2.1,Partial,None,None,Low,Not required,None,320,,False,snuffleupagus.cs.drexel.edu,OpenSSH,,https://cwe.mitre.org/data/definitions/320.html,https://nvd.nist.gov/vuln/detail/CVE-2016-10011
129.25.202.144,5986,,,,,,,,,,,,,,,,
129.25.202.146,33060,,,,,,,,,,,,rack117.cs.drexel.edu,,,,
129.25.202.146,33060,,,,,,,,,,,,cloud046.cci.drexel.edu,,,,
129.25.202.146,3306,,,,,,,,,,,,rack117.cs.drexel.edu,MySQL,,,
129.25.202.146,3306,,,,,,,,,,,,cloud046.cci.drexel.edu,MySQL,,,
129.25.202.146,80,,,,,,,,,,,,rack117.cs.drexel.edu,nginx,,,
129.25.202.146,80,,,,,,,,,,,,cloud046.cci.drexel.edu,nginx,,,
129.25.202.146,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193.0,False,rack117.cs.drexel.edu,OpenSSH,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6111
129.25.202.146,22,CVE-2019-6111,5.8,None,Partial,Partial,Medium,Not required,None,20,46193.0,False,cloud046.cci.drexel.edu,OpenSSH,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6111
129.25.202.146,22,CVE-2018-15919,5.0,Partial,None,None,Low,Not required,None,200,,False,rack117.cs.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15919
129.25.202.146,22,CVE-2018-15919,5.0,Partial,None,None,Low,Not required,None,200,,False,cloud046.cci.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15919
129.25.202.146,22,CVE-2018-15473,5.0,Partial,None,None,Low,Not required,None,200,45210.0,True,rack117.cs.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.202.146,22,CVE-2018-15473,5.0,Partial,None,None,Low,Not required,None,200,45210.0,True,cloud046.cci.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.202.146,22,CVE-2018-15473,5.0,Partial,None,None,Low,Not required,None,200,45939.0,True,rack117.cs.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.202.146,22,CVE-2018-15473,5.0,Partial,None,None,Low,Not required,None,200,45939.0,True,cloud046.cci.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.202.146,22,CVE-2018-15473,5.0,Partial,None,None,Low,Not required,None,200,45233.0,True,rack117.cs.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.202.146,22,CVE-2018-15473,5.0,Partial,None,None,Low,Not required,None,200,45233.0,True,cloud046.cci.drexel.edu,OpenSSH,CWE-200: Exposure of Sensitive Information to an Unauthorized Actor,https://cwe.mitre.org/data/definitions/200.html,https://nvd.nist.gov/vuln/detail/CVE-2018-15473
129.25.202.146,22,CVE-2017-15906,5.0,None,Partial,None,Low,Not required,None,269,,False,rack117.cs.drexel.edu,OpenSSH,CWE-269: Improper Privilege Management,https://cwe.mitre.org/data/definitions/269.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15906
129.25.202.146,22,CVE-2017-15906,5.0,None,Partial,None,Low,Not required,None,269,,False,cloud046.cci.drexel.edu,OpenSSH,CWE-269: Improper Privilege Management,https://cwe.mitre.org/data/definitions/269.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15906
129.25.202.146,22,CVE-2020-14145,,,,,,,,,,,rack117.cs.drexel.edu,OpenSSH,,,
129.25.202.146,22,CVE-2020-14145,,,,,,,,,,,cloud046.cci.drexel.edu,OpenSSH,,,
129.25.202.146,22,CVE-2019-6110,4.0,Partial,Partial,None,High,Not required,None,284,46193.0,False,rack117.cs.drexel.edu,OpenSSH,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6110
129.25.202.146,22,CVE-2019-6110,4.0,Partial,Partial,None,High,Not required,None,284,46193.0,False,cloud046.cci.drexel.edu,OpenSSH,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6110
129.25.202.146,22,CVE-2019-6109,4.0,Partial,Partial,None,High,Not required,None,284,,False,rack117.cs.drexel.edu,OpenSSH,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6109
129.25.202.146,22,CVE-2019-6109,4.0,Partial,Partial,None,High,Not required,None,284,,False,cloud046.cci.drexel.edu,OpenSSH,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2019-6109
129.25.202.146,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,False,rack117.cs.drexel.edu,OpenSSH,CWE-706: Use of Incorrectly-Resolved Name or Reference,https://cwe.mitre.org/data/definitions/706.html,https://nvd.nist.gov/vuln/detail/CVE-2018-20685
129.25.202.146,22,CVE-2018-20685,2.6,None,Partial,None,High,Not required,None,706,,False,cloud046.cci.drexel.edu,OpenSSH,CWE-706: Use of Incorrectly-Resolved Name or Reference,https://cwe.mitre.org/data/definitions/706.html,https://nvd.nist.gov/vuln/detail/CVE-2018-20685
129.25.202.146,443,,,,,,,,,,,,cloud046.cci.drexel.edu,nginx,,,
129.25.202.146,443,,,,,,,,,,,,rack117.cs.drexel.edu,nginx,,,
129.25.202.147,80,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,False,rack94.cs.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2017-7679
129.25.202.147,80,CVE-2017-7679,7.5,Partial,Partial,Partial,Low,Not required,None,119,,False,cloud047.cci.drexel.edu,Apache httpd,CWE-119: Improper Restriction of Operations within the Bounds of a Memory Buffer,https://cwe.mitre.org/data/definitions/119.html,https://nvd.nist.gov/vuln/detail/CVE-2017-7679
129.25.202.147,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,False,rack94.cs.drexel.edu,Apache httpd,CWE-287: Improper Authentication,https://cwe.mitre.org/data/definitions/287.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1312
129.25.202.147,80,CVE-2018-1312,6.8,Partial,Partial,Partial,Medium,Not required,None,287,,False,cloud047.cci.drexel.edu,Apache httpd,CWE-287: Improper Authentication,https://cwe.mitre.org/data/definitions/287.html,https://nvd.nist.gov/vuln/detail/CVE-2018-1312
129.25.202.147,80,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,False,rack94.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15715
129.25.202.147,80,CVE-2017-15715,6.8,Partial,Partial,Partial,Medium,Not required,None,20,,False,cloud047.cci.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-15715
129.25.202.147,80,CVE-2014-0226,6.8,Partial,Partial,Partial,Medium,Not required,None,362,34133.0,False,rack94.cs.drexel.edu,Apache httpd,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://cwe.mitre.org/data/definitions/362.html,https://nvd.nist.gov/vuln/detail/CVE-2014-0226
129.25.202.147,80,CVE-2014-0226,6.8,Partial,Partial,Partial,Medium,Not required,None,362,34133.0,False,cloud047.cci.drexel.edu,Apache httpd,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://cwe.mitre.org/data/definitions/362.html,https://nvd.nist.gov/vuln/detail/CVE-2014-0226
129.25.202.147,80,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,False,rack94.cs.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-9788
129.25.202.147,80,CVE-2017-9788,6.4,Partial,None,Partial,Low,Not required,None,20,,False,cloud047.cci.drexel.edu,Apache httpd,CWE-20: Improper Input Validation,https://cwe.mitre.org/data/definitions/20.html,https://nvd.nist.gov/vuln/detail/CVE-2017-9788
129.25.202.147,80,CVE-2019-0217,6.0,Partial,Partial,Partial,Medium,Single system,None,362,,False,rack94.cs.drexel.edu,Apache httpd,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://cwe.mitre.org/data/definitions/362.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0217
129.25.202.147,80,CVE-2019-0217,6.0,Partial,Partial,Partial,Medium,Single system,None,362,,False,cloud047.cci.drexel.edu,Apache httpd,CWE-362: Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://cwe.mitre.org/data/definitions/362.html,https://nvd.nist.gov/vuln/detail/CVE-2019-0217
129.25.202.147,80,CVE-2020-1927,,,,,,,,,,,rack94.cs.drexel.edu,Apache httpd,,,
129.25.202.147,80,CVE-2020-1927,,,,,,,,,,,cloud047.cci.drexel.edu,Apache httpd,,,
129.25.202.147,80,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,False,rack94.cs.drexel.edu,Apache httpd,CWE-601: URL Redirection to Untrusted Site ('Open Redirect'),https://cwe.mitre.org/data/definitions/601.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10098
129.25.202.147,80,CVE-2019-10098,5.8,Partial,Partial,None,Medium,Not required,None,601,,False,cloud047.cci.drexel.edu,Apache httpd,CWE-601: URL Redirection to Untrusted Site ('Open Redirect'),https://cwe.mitre.org/data/definitions/601.html,https://nvd.nist.gov/vuln/detail/CVE-2019-10098
129.25.202.147,80,CVE-2016-5387,5.1,Partial,Partial,Partial,High,Not required,None,284,,False,rack94.cs.drexel.edu,Apache httpd,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2016-5387
129.25.202.147,80,CVE-2016-5387,5.1,Partial,Partial,Partial,High,Not required,None,284,,False,cloud047.cci.drexel.edu,Apache httpd,CWE-284: Improper Access Control,https://cwe.mitre.org/data/definitions/284.html,https://nvd.nist.gov/vuln/detail/CVE-2016-5387
129.25.202.147,80,CVE-2020-1934,,,,,,,,,,,rack94.cs.drexel.edu,Apache httpd,,,
129.25.202.147,80,CVE-2020-1934,,,,,,,,,,,cloud047.cci.drexel.edu,Apache httpd,,,
